"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_write_csv","Unit Tests","Wed Dec 11 18:34:44 GMT 2024","passed","Wed Dec 11 18:34:44 GMT 2024","Test","capacitance_matrix_test","",""
"","24","test_fastcap_parse_capacitance_matrix","Unit Tests","Wed Dec 11 18:34:44 GMT 2024","passed","Wed Dec 11 18:34:44 GMT 2024","Test","fastcap_runner_test","",""
"","0","test_parse_csv","Unit Tests","Wed Dec 11 18:34:44 GMT 2024","passed","Wed Dec 11 18:34:44 GMT 2024","Test","capacitance_matrix_test","",""
"","2","test_netlist_reduction_2","Unit Tests","Wed Dec 11 18:34:45 GMT 2024","passed","Wed Dec 11 18:34:45 GMT 2024","Test","netlist_reducer_test","",""
"","3","test_netlist_reduction_1","Unit Tests","Wed Dec 11 18:34:45 GMT 2024","passed","Wed Dec 11 18:34:45 GMT 2024","Test","netlist_reducer_test","",""
"","1073","test_fastercap_model_generator","Unit Tests","Wed Dec 11 18:34:44 GMT 2024","passed","Wed Dec 11 18:34:45 GMT 2024","","fastercap_model_generator_test","",""
"","2","test_fastercap_parse_capacitance_matrix","Unit Tests","Wed Dec 11 18:34:45 GMT 2024","passed","Wed Dec 11 18:34:45 GMT 2024","Test","fastercap_runner_test","",""
"","2","test_averaged_off_diagonals","Unit Tests","Wed Dec 11 18:34:44 GMT 2024","passed","Wed Dec 11 18:34:44 GMT 2024","Test","capacitance_matrix_test","",""
"","33","test_netlist_expansion","Unit Tests","Wed Dec 11 18:34:45 GMT 2024","passed","Wed Dec 11 18:34:45 GMT 2024","Test","netlist_expander_test","",""
