"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_averaged_off_diagonals","Unit Tests","Mon Mar 03 18:30:13 GMT 2025","passed","Mon Mar 03 18:30:13 GMT 2025","Test","capacitance_matrix_test","",""
"","3557","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests","Mon Mar 03 19:58:19 GMT 2025","passed","Mon Mar 03 19:58:22 GMT 2025","","rcx25_test","",""
"","5190730","test_single_plate_100um_x_100um_li1_over_substrate","kpex/FasterCap Extraction Tests","Mon Mar 03 18:31:30 GMT 2025","failed","Mon Mar 03 19:58:01 GMT 2025","","fastercap_test","",""
"","3474","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests","Mon Mar 03 19:58:08 GMT 2025","failed","Mon Mar 03 19:58:12 GMT 2025","","rcx25_test","",""
"","3470","test_overlap_plates_100um_x_100um_li1_m1","kpex/2.5D Extraction Tests","Mon Mar 03 19:58:01 GMT 2025","passed","Mon Mar 03 19:58:05 GMT 2025","","rcx25_test","",""
"","0","test_fastercap_parse_capacitance_matrix","Unit Tests","Mon Mar 03 18:30:14 GMT 2025","passed","Mon Mar 03 18:30:14 GMT 2025","Test","fastercap_runner_test","",""
"","0","test_parse_csv","Unit Tests","Mon Mar 03 18:30:13 GMT 2025","passed","Mon Mar 03 18:30:13 GMT 2025","Test","capacitance_matrix_test","",""
"","0","test_render_enum_help__nodefault__intenum","Unit Tests","Mon Mar 03 18:30:14 GMT 2025","passed","Mon Mar 03 18:30:14 GMT 2025","Test","argparse_helpers_test","",""
"","3482","test_sidewall_cap_vpp_04p4x04p6_l1_redux","kpex/2.5D Extraction Tests","Mon Mar 03 19:58:15 GMT 2025","failed","Mon Mar 03 19:58:19 GMT 2025","","rcx25_test","",""
"","3464","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests","Mon Mar 03 19:58:22 GMT 2025","failed","Mon Mar 03 19:58:26 GMT 2025","","rcx25_test","",""
"","32","test_netlist_expansion","Unit Tests","Mon Mar 03 18:30:14 GMT 2025","passed","Mon Mar 03 18:30:14 GMT 2025","Test","netlist_expander_test","",""
"","0","test_write_csv","Unit Tests","Mon Mar 03 18:30:13 GMT 2025","passed","Mon Mar 03 18:30:13 GMT 2025","Test","capacitance_matrix_test","",""
"","0","test_netlist_reduction_1","Unit Tests","Mon Mar 03 18:30:14 GMT 2025","passed","Mon Mar 03 18:30:14 GMT 2025","Test","netlist_reducer_test","",""
"","0","test_render_enum_help__default__strenum","Unit Tests","Mon Mar 03 18:30:14 GMT 2025","passed","Mon Mar 03 18:30:14 GMT 2025","Test","argparse_helpers_test","",""
"","0","test_render_enum_help__default__strenum__lowercased","Unit Tests","Mon Mar 03 18:30:14 GMT 2025","passed","Mon Mar 03 18:30:14 GMT 2025","Test","argparse_helpers_test","",""
"","1078","test_fastercap_model_generator","Unit Tests","Mon Mar 03 18:30:13 GMT 2025","passed","Mon Mar 03 18:30:14 GMT 2025","","fastercap_model_generator_test","",""
"","42","test_fastcap_parse_capacitance_matrix","Unit Tests","Mon Mar 03 18:30:13 GMT 2025","passed","Mon Mar 03 18:30:13 GMT 2025","Test","fastcap_runner_test","",""
"","0","test_render_enum_help__default__intenum","Unit Tests","Mon Mar 03 18:30:14 GMT 2025","passed","Mon Mar 03 18:30:14 GMT 2025","Test","argparse_helpers_test","",""
"","0","test_netlist_reduction_2","Unit Tests","Mon Mar 03 18:30:14 GMT 2025","passed","Mon Mar 03 18:30:14 GMT 2025","Test","netlist_reducer_test","",""
"","326","test_single_plate_100um_x_100um_li1_over_substrate","kpex/2.5D Extraction Tests","Mon Mar 03 19:58:01 GMT 2025","passed","Mon Mar 03 19:58:01 GMT 2025","","rcx25_test","",""
"","3477","test_sidewall_net_uturn_l1_redux","kpex/2.5D Extraction Tests","Mon Mar 03 19:58:12 GMT 2025","failed","Mon Mar 03 19:58:15 GMT 2025","","rcx25_test","",""
"","3566","test_overlap_plates_100um_x_100um_li1_m1_m2_m3","kpex/2.5D Extraction Tests","Mon Mar 03 19:58:05 GMT 2025","passed","Mon Mar 03 19:58:08 GMT 2025","","rcx25_test","",""
