"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15","test_fastcap_parse_capacitance_matrix","Unit Tests","Mon Apr 07 19:07:09 GMT 2025","passed","Mon Apr 07 19:07:09 GMT 2025","Test","fastcap_runner_test","",""
"","2780","test_sideoverlap_plates_li1_m1","kpex/2.5D Extraction Tests","Mon Apr 07 20:34:46 GMT 2025","failed","Mon Apr 07 20:34:49 GMT 2025","","rcx25_test","",""
"","15","test_netlist_reduction_2","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","Test","netlist_reducer_test","",""
"","16","test_netlist_reduction_2","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","Test","netlist_json_test","",""
"","2467","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests","Mon Apr 07 20:34:39 GMT 2025","passed","Mon Apr 07 20:34:41 GMT 2025","","rcx25_test","",""
"","0","test_conductance","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","REXTest","resistor_extraction_test","",""
"","4445","test_sideoverlap_complex_li1_m1","kpex/2.5D Extraction Tests","Mon Apr 07 20:34:55 GMT 2025","failed","Mon Apr 07 20:34:59 GMT 2025","","rcx25_test","",""
"","0","test_render_enum_help__default__strenum","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","Test","argparse_helpers_test","",""
"","2962","test_sideoverlap_fingered_li1_m1","kpex/2.5D Extraction Tests","Mon Apr 07 20:34:52 GMT 2025","failed","Mon Apr 07 20:34:55 GMT 2025","","rcx25_test","",""
"","2507","test_sidewall_net_uturn_l1_redux","kpex/2.5D Extraction Tests","Mon Apr 07 20:34:31 GMT 2025","failed","Mon Apr 07 20:34:34 GMT 2025","","rcx25_test","",""
"","0","test_rn_eliminate","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","REXTest","resistor_extraction_test","",""
"","0","test_parse_csv","Unit Tests","Mon Apr 07 19:07:09 GMT 2025","passed","Mon Apr 07 19:07:09 GMT 2025","Test","capacitance_matrix_test","",""
"","0","test_summarize_sidewall","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","CellExtractionResultsTest","extraction_results_test","",""
"","0","test_averaged_off_diagonals","Unit Tests","Mon Apr 07 19:07:09 GMT 2025","passed","Mon Apr 07 19:07:09 GMT 2025","Test","capacitance_matrix_test","",""
"","5154527","test_single_plate_100um_x_100um_li1_over_substrate","kpex/FasterCap Extraction Tests","Mon Apr 07 19:08:28 GMT 2025","failed","Mon Apr 07 20:34:23 GMT 2025","","fastercap_test","",""
"","2512","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests","Mon Apr 07 20:34:41 GMT 2025","passed","Mon Apr 07 20:34:44 GMT 2025","","rcx25_test","",""
"","2526","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests","Mon Apr 07 20:34:36 GMT 2025","failed","Mon Apr 07 20:34:39 GMT 2025","","rcx25_test","",""
"","0","test_summarize_overlap","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","CellExtractionResultsTest","extraction_results_test","",""
"","0","test_expand_skinny_tris","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","REXTest","resistor_extraction_test","",""
"","1063","test_fastercap_model_generator","Unit Tests","Mon Apr 07 19:07:09 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","","fastercap_model_generator_test","",""
"","2667","test_overlap_plates_100um_x_100um_li1_m1_m2_m3","kpex/2.5D Extraction Tests","Mon Apr 07 20:34:26 GMT 2025","failed","Mon Apr 07 20:34:29 GMT 2025","","rcx25_test","",""
"","0","test_write_csv","Unit Tests","Mon Apr 07 19:07:09 GMT 2025","passed","Mon Apr 07 19:07:09 GMT 2025","Test","capacitance_matrix_test","",""
"","0","test_normed_ascending","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","NetCoupleKeyTest","extraction_results_test","",""
"","0","test_rn_eliminate2","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","REXTest","resistor_extraction_test","",""
"","0","test_rex_basic","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","REXTest","resistor_extraction_test","",""
"","2593","test_sideoverlap_fingered_li1_m1_patternA","kpex/2.5D Extraction Tests","Mon Apr 07 20:34:49 GMT 2025","failed","Mon Apr 07 20:34:52 GMT 2025","","rcx25_test","",""
"","16","test_extraction","Unit Tests","Mon Apr 07 19:07:10 GMT 2025","passed","Mon Apr 07 19:07:10 GMT 2025","REXTest","resistor_extraction_test","",""
