"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3337","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests","Fri Jan 31 21:47:11 GMT 2025","passed","Fri Jan 31 21:47:15 GMT 2025","","rcx25_test","",""
"","3285","test_sidewall_cap_vpp_04p4x04p6_l1_redux","kpex/2.5D Extraction Tests","Fri Jan 31 21:47:08 GMT 2025","failed","Fri Jan 31 21:47:11 GMT 2025","","rcx25_test","",""
"","1063","test_fastercap_model_generator","Unit Tests","Fri Jan 31 20:20:45 GMT 2025","passed","Fri Jan 31 20:20:46 GMT 2025","","fastercap_model_generator_test","",""
"","0","test_render_enum_help__default__intenum","Unit Tests","Fri Jan 31 20:20:46 GMT 2025","passed","Fri Jan 31 20:20:46 GMT 2025","Test","argparse_helpers_test","",""
"","3280","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests","Fri Jan 31 21:47:01 GMT 2025","failed","Fri Jan 31 21:47:05 GMT 2025","","rcx25_test","",""
"","0","test_render_enum_help__default__strenum","Unit Tests","Fri Jan 31 20:20:46 GMT 2025","passed","Fri Jan 31 20:20:46 GMT 2025","Test","argparse_helpers_test","",""
"","32","test_netlist_expansion","Unit Tests","Fri Jan 31 20:20:46 GMT 2025","passed","Fri Jan 31 20:20:46 GMT 2025","Test","netlist_expander_test","",""
"","3410","test_overlap_plates_100um_x_100um_li1_m1_m2_m3","kpex/2.5D Extraction Tests","Fri Jan 31 21:46:58 GMT 2025","passed","Fri Jan 31 21:47:01 GMT 2025","","rcx25_test","",""
"","15","test_fastcap_parse_capacitance_matrix","Unit Tests","Fri Jan 31 20:20:45 GMT 2025","passed","Fri Jan 31 20:20:45 GMT 2025","Test","fastcap_runner_test","",""
"","0","test_write_csv","Unit Tests","Fri Jan 31 20:20:45 GMT 2025","passed","Fri Jan 31 20:20:45 GMT 2025","Test","capacitance_matrix_test","",""
"","3290","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests","Fri Jan 31 21:47:15 GMT 2025","failed","Fri Jan 31 21:47:18 GMT 2025","","rcx25_test","",""
"","0","test_netlist_reduction_1","Unit Tests","Fri Jan 31 20:20:46 GMT 2025","passed","Fri Jan 31 20:20:46 GMT 2025","Test","netlist_reducer_test","",""
"","0","test_fastercap_parse_capacitance_matrix","Unit Tests","Fri Jan 31 20:20:46 GMT 2025","passed","Fri Jan 31 20:20:46 GMT 2025","Test","fastercap_runner_test","",""
"","5107303","test_single_plate_100um_x_100um_li1_over_substrate","kpex/FasterCap Extraction Tests","Fri Jan 31 20:21:47 GMT 2025","failed","Fri Jan 31 21:46:54 GMT 2025","","fastercap_test","",""
"","0","test_averaged_off_diagonals","Unit Tests","Fri Jan 31 20:20:45 GMT 2025","passed","Fri Jan 31 20:20:45 GMT 2025","Test","capacitance_matrix_test","",""
"","0","test_render_enum_help__default__strenum__lowercased","Unit Tests","Fri Jan 31 20:20:46 GMT 2025","passed","Fri Jan 31 20:20:46 GMT 2025","Test","argparse_helpers_test","",""
"","0","test_render_enum_help__nodefault__intenum","Unit Tests","Fri Jan 31 20:20:46 GMT 2025","passed","Fri Jan 31 20:20:46 GMT 2025","Test","argparse_helpers_test","",""
"","15","test_netlist_reduction_2","Unit Tests","Fri Jan 31 20:20:46 GMT 2025","passed","Fri Jan 31 20:20:46 GMT 2025","Test","netlist_reducer_test","",""
"","3313","test_sidewall_net_uturn_l1_redux","kpex/2.5D Extraction Tests","Fri Jan 31 21:47:05 GMT 2025","failed","Fri Jan 31 21:47:08 GMT 2025","","rcx25_test","",""
"","331","test_single_plate_100um_x_100um_li1_over_substrate","kpex/2.5D Extraction Tests","Fri Jan 31 21:46:54 GMT 2025","passed","Fri Jan 31 21:46:55 GMT 2025","","rcx25_test","",""
"","3275","test_overlap_plates_100um_x_100um_li1_m1","kpex/2.5D Extraction Tests","Fri Jan 31 21:46:55 GMT 2025","passed","Fri Jan 31 21:46:58 GMT 2025","","rcx25_test","",""
"","0","test_parse_csv","Unit Tests","Fri Jan 31 20:20:45 GMT 2025","passed","Fri Jan 31 20:20:45 GMT 2025","Test","capacitance_matrix_test","",""
