"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2586","test_overlap_plates_100um_x_100um_li1_m1","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:17 GMT 2025","passed","Tue Mar 25 18:31:20 GMT 2025","","rcx25_test","",""
"","0","test_summarize_sideoverlap","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","CellExtractionResultsTest","extraction_results_test","",""
"","0","test_render_enum_help__default__strenum","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","Test","argparse_helpers_test","",""
"","2621","test_sidewall_net_uturn_l1_redux","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:25 GMT 2025","passed","Tue Mar 25 18:31:28 GMT 2025","","rcx25_test","",""
"","0","test_rn_eliminate2","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","REXTest","resistor_extraction_test","",""
"","0","test_expand_skinny_tris","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","REXTest","resistor_extraction_test","",""
"","0","test_rn_eliminate","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","REXTest","resistor_extraction_test","",""
"","0","test_write_csv","Unit Tests","Tue Mar 25 17:03:51 GMT 2025","passed","Tue Mar 25 17:03:51 GMT 2025","Test","capacitance_matrix_test","",""
"","0","test_netlist_reduction_1","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","Test","netlist_reducer_test","",""
"","0","test_netlist_reduction_2","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","Test","netlist_reducer_test","",""
"","0","test_fastercap_parse_capacitance_matrix","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","Test","fastercap_runner_test","",""
"","2883","test_sideoverlap_plates_li1_m1","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:41 GMT 2025","failed","Tue Mar 25 18:31:44 GMT 2025","","rcx25_test","",""
"","32","test_netlist_expansion","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","Test","netlist_expander_test","",""
"","0","test_netlist_reduction_2","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","Test","netlist_json_test","",""
"","2656","test_sideoverlap_shielding_simple_plates_li1_m1_m2","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:38 GMT 2025","passed","Tue Mar 25 18:31:41 GMT 2025","","rcx25_test","",""
"","16","test_extraction","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","REXTest","resistor_extraction_test","",""
"","2570","test_lateral_fringe_shield_by_same_polygon_li1","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:33 GMT 2025","passed","Tue Mar 25 18:31:35 GMT 2025","","rcx25_test","",""
"","0","test_render_enum_help__default__intenum","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","Test","argparse_helpers_test","",""
"","1110","test_fastercap_model_generator","Unit Tests","Tue Mar 25 17:03:51 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","","fastercap_model_generator_test","",""
"","0","test_summarize_sidewall","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","CellExtractionResultsTest","extraction_results_test","",""
"","0","test_netlist_reduction_1","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","Test","netlist_json_test","",""
"","2616","test_near_body_shield_li1_m1","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:30 GMT 2025","failed","Tue Mar 25 18:31:33 GMT 2025","","rcx25_test","",""
"","335","test_single_plate_100um_x_100um_li1_over_substrate","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:17 GMT 2025","passed","Tue Mar 25 18:31:17 GMT 2025","","rcx25_test","",""
"","0","test_averaged_off_diagonals","Unit Tests","Tue Mar 25 17:03:51 GMT 2025","passed","Tue Mar 25 17:03:51 GMT 2025","Test","capacitance_matrix_test","",""
"","0","test_render_enum_help__default__strenum__lowercased","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","Test","argparse_helpers_test","",""
"","3038","test_sideoverlap_fingered_li1_m1","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:46 GMT 2025","failed","Tue Mar 25 18:31:49 GMT 2025","","rcx25_test","",""
"","0","test_normed_descending","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","NetCoupleKeyTest","extraction_results_test","",""
"","4509","test_sideoverlap_complex_li1_m1","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:49 GMT 2025","failed","Tue Mar 25 18:31:54 GMT 2025","","rcx25_test","",""
"","16","test_rex_basic","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","REXTest","resistor_extraction_test","",""
"","2667","test_sideoverlap_fingered_li1_m1_patternA","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:44 GMT 2025","passed","Tue Mar 25 18:31:46 GMT 2025","","rcx25_test","",""
"","2587","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:22 GMT 2025","passed","Tue Mar 25 18:31:25 GMT 2025","","rcx25_test","",""
"","5175769","test_single_plate_100um_x_100um_li1_over_substrate","kpex/FasterCap Extraction Tests","Tue Mar 25 17:05:01 GMT 2025","failed","Tue Mar 25 18:31:17 GMT 2025","","fastercap_test","",""
"","2605","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests","Tue Mar 25 18:31:35 GMT 2025","passed","Tue Mar 25 18:31:38 GMT 2025","","rcx25_test","",""
"","0","test_summarize_overlap","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","CellExtractionResultsTest","extraction_results_test","",""
"","0","test_conductance","Unit Tests","Tue Mar 25 17:03:52 GMT 2025","passed","Tue Mar 25 17:03:52 GMT 2025","REXTest","resistor_extraction_test","",""
